lat,lon,source,state,date,ls_type,trigger,site_id
27.1249,93.7706,NASA_COOLR,arunachal_pradesh,2014-10-01,landslide,unknown,point_00061
28.0822,96.5316,NASA_COOLR,arunachal_pradesh,2016-05-01,landslide,downpour,point_00062
27.8835,96.9262,NASA_COOLR,arunachal_pradesh,2015-08-16,landslide,continuous_rain,point_00063
29.2409,95.9761,NASA_COOLR,arunachal_pradesh,2012-06-06,landslide,downpour,point_00064
27.8458,95.2253,NASA_COOLR,arunachal_pradesh,2012-09-19,landslide,downpour,point_00065
28.1193,95.1645,NASA_COOLR,arunachal_pradesh,2013-02-18,landslide,rain,point_00066
27.4888,93.0153,NASA_COOLR,arunachal_pradesh,2011-08-15,landslide,downpour,point_00067
27.0011,93.7273,NASA_COOLR,arunachal_pradesh,2010-09-10,landslide,downpour,point_00068
26.8727,94.9275,NASA_COOLR,arunachal_pradesh,2013-08-16,landslide,rain,point_00069
27.0588,93.54137,NASA_COOLR,arunachal_pradesh,2017-06-21,landslide,rain,point_00070
27.05909,93.54236,NASA_COOLR,arunachal_pradesh,2017-06-04,landslide,unknown,point_00071
26.88161,95.3999,NASA_COOLR,arunachal_pradesh,2016-08-16,landslide,other,point_00072
27.06993,93.61466,NASA_COOLR,arunachal_pradesh,2017-06-19,landslide,unknown,point_00073
27.97876,94.26297,NASA_COOLR,arunachal_pradesh,2017-07-04,landslide,rain,point_00074
27.98532,94.21264,NASA_COOLR,arunachal_pradesh,2017-07-04,landslide,rain,point_00075
26.8716,94.9921,NASA_COOLR,arunachal_pradesh,2010-07-20,landslide,downpour,point_00076
27.2333,94.1167,NASA_COOLR,arunachal_pradesh,2008-10-29,landslide,downpour,point_00077
28.4659,95.86,NASA_COOLR,arunachal_pradesh,2012-04-08,landslide,downpour,point_00078
27.174,95.8011,NASA_COOLR,arunachal_pradesh,2012-06-25,landslide,downpour,point_00079
27.9032,96.174,NASA_COOLR,arunachal_pradesh,2014-05-08,mudslide,rain,point_00080
27.8965,96.1779,NASA_COOLR,arunachal_pradesh,2010-04-21,landslide,downpour,point_00081
28.0791,96.5242,NASA_COOLR,arunachal_pradesh,2011-03-22,landslide,downpour,point_00082
27.4,92.35,NASA_COOLR,arunachal_pradesh,2008-10-29,mudslide,downpour,point_00083
27.0987,93.816,NASA_COOLR,arunachal_pradesh,2015-06-09,landslide,continuous_rain,point_00084
26.7223,95.0243,NASA_COOLR,arunachal_pradesh,2016-04-19,landslide,continuous_rain,point_00085
27.2298,94.0989,NASA_COOLR,arunachal_pradesh,2008-06-15,landslide,downpour,point_00086
27.6438,93.871,NASA_COOLR,arunachal_pradesh,2016-06-12,landslide,downpour,point_00087
28.9205,95.3429,NASA_COOLR,arunachal_pradesh,2014-06-26,landslide,continuous_rain,point_00088
27.76979,93.50996,NASA_COOLR,arunachal_pradesh,2017-05-24,mudslide,rain,point_00089
27.01146,92.64204,NASA_COOLR,arunachal_pradesh,2017-07-01,landslide,continuous_rain,point_00090
27.08169,93.60816,NASA_COOLR,arunachal_pradesh,2017-07-01,landslide,continuous_rain,point_00091
27.10647,93.65975,NASA_COOLR,arunachal_pradesh,2017-07-01,landslide,downpour,point_00092
27.04769,93.619,NASA_COOLR,arunachal_pradesh,2017-06-30,landslide,downpour,point_00093
25.80836,93.79016,NASA_COOLR,assam,2018-10-31,landslide,unknown,point_00094
25.19641,93.13431,NASA_COOLR,assam,2018-12-18,rock_fall,rain,point_00095
25.7685,93.82006,NASA_COOLR,assam,2018-10-29,landslide,mining,point_00096
26.1318,94.78584,NASA_COOLR,assam,2018-07-30,landslide,continuous_rain,point_00097
25.67295,94.10514,NASA_COOLR,assam,2018-07-31,mudslide,continuous_rain,point_00098
25.18159,92.00057,NASA_COOLR,assam,2017-11-13,rock_fall,mining,point_00099
25.0319,92.42258,NASA_COOLR,assam,2018-04-28,landslide,rain,point_00100
25.55544,93.63981,NASA_COOLR,assam,2017-08-28,landslide,rain,point_00101
24.91209,94.94036,NASA_COOLR,assam,2017-09-22,unknown,mining,point_00102
25.1443,93.97198,NASA_COOLR,assam,2017-06-05,mudslide,flooding,point_00103
25.2605,94.01914,NASA_COOLR,assam,2017-08-26,mudslide,flooding,point_00104
25.65871,94.09854,NASA_COOLR,assam,2017-09-30,landslide,downpour,point_00105
25.53359,94.13335,NASA_COOLR,assam,2017-10-22,mudslide,continuous_rain,point_00106
24.9812,94.01862,NASA_COOLR,assam,2017-09-29,landslide,downpour,point_00107
24.93895,93.49684,NASA_COOLR,assam,2017-09-21,landslide,continuous_rain,point_00108
25.53664,91.98083,NASA_COOLR,assam,2019-07-09,landslide,continuous_rain,point_00109
25.58823,92.0227,NASA_COOLR,assam,2019-07-09,landslide,continuous_rain,point_00110
25.56728,91.90643,NASA_COOLR,assam,2019-07-09,landslide,continuous_rain,point_00111
25.72019,94.03226,NASA_COOLR,assam,2017-07-08,landslide,continuous_rain,point_00112
25.73318,93.99655,NASA_COOLR,assam,2017-05-16,landslide,continuous_rain,point_00113
25.1184,92.85391,NASA_COOLR,assam,2017-04-04,landslide,rain,point_00114
25.69111,94.09483,NASA_COOLR,assam,2017-07-12,landslide,rain,point_00115
24.27173,93.28039,NASA_COOLR,assam,2017-07-09,landslide,continuous_rain,point_00116
25.08734,91.75064,NASA_COOLR,assam,2017-01-23,landslide,mining,point_00117
24.8029,93.6228,NASA_COOLR,assam,2010-08-24,landslide,downpour,point_00118
26.18161,91.77204,NASA_COOLR,assam,2016-12-15,landslide,unknown,point_00119
26.56636,93.13195,NASA_COOLR,assam,2017-07-09,landslide,continuous_rain,point_00120
25.61919,92.70947,NASA_COOLR,assam,2017-04-29,landslide,continuous_rain,point_00121
24.82768,93.51825,NASA_COOLR,assam,2017-07-09,landslide,continuous_rain,point_00122
25.67837,91.92343,NASA_COOLR,assam,2017-06-17,landslide,continuous_rain,point_00123
26.26327,94.81482,NASA_COOLR,assam,2017-07-10,landslide,unknown,point_00124
24.3717,93.70684,NASA_COOLR,assam,2017-07-10,landslide,rain,point_00125
25.06467,94.27421,NASA_COOLR,assam,2017-07-08,landslide,continuous_rain,point_00126
25.73112,93.98828,NASA_COOLR,assam,2017-07-09,landslide,continuous_rain,point_00127
25.19536,93.17276,NASA_COOLR,assam,2017-04-04,landslide,rain,point_00128
24.70412,92.23035,NASA_COOLR,assam,2017-06-18,landslide,rain,point_00129
25.1678,92.01958,NASA_COOLR,assam,2017-03-08,landslide,mining,point_00130
27.51353,89.79034,NASA_COOLR,assam,2017-07-08,landslide,downpour,point_00131
25.08303,94.23758,NASA_COOLR,assam,2017-04-06,landslide,unknown,point_00132
26.16066,91.85295,NASA_COOLR,assam,2017-04-05,landslide,continuous_rain,point_00133
25.51826,91.96303,NASA_COOLR,assam,2017-02-15,landslide,mining,point_00134
25.43807,91.79905,NASA_COOLR,assam,2017-06-17,landslide,continuous_rain,point_00135
24.86389,93.62192,NASA_COOLR,assam,2018-05-10,translational_slide,continuous_rain,point_00136
24.83373,91.85077,NASA_COOLR,assam,2018-01-28,rock_fall,mining,point_00137
25.63204,94.10065,NASA_COOLR,assam,2017-07-09,landslide,continuous_rain,point_00138
25.13223,93.04681,NASA_COOLR,assam,2017-04-04,landslide,rain,point_00139
24.79591,93.72386,NASA_COOLR,assam,2017-03-30,landslide,downpour,point_00140
24.13562,95.78717,NASA_COOLR,assam,,landslide,unknown,point_00141
24.98794,93.4987,NASA_COOLR,assam,2018-06-03,landslide,rain,point_00142
26.07822,94.72071,NASA_COOLR,assam,2018-05-12,landslide,continuous_rain,point_00143
27.0404,89.90633,NASA_COOLR,assam,2017-07-08,landslide,downpour,point_00144
25.8286,91.87672,NASA_COOLR,assam,2017-07-06,landslide,downpour,point_00145
24.33197,91.80085,NASA_COOLR,assam,2017-06-19,landslide,rain,point_00146
25.77171,93.93507,NASA_COOLR,assam,2017-04-07,landslide,rain,point_00147
25.5144,90.2167,NASA_COOLR,assam,2011-08-16,landslide,downpour,point_00148
24.896,91.9022,NASA_COOLR,assam,2008-08-01,landslide,rain,point_00149
26.148,94.8422,NASA_COOLR,assam,2010-08-14,landslide,downpour,point_00150
26.1498,94.6055,NASA_COOLR,assam,2013-08-04,landslide,monsoon,point_00151
24.9926,93.4946,NASA_COOLR,assam,2013-05-12,mudslide,rain,point_00152
25.83,94.13,NASA_COOLR,assam,2011-08-18,landslide,monsoon,point_00153
24.4265,94.1913,NASA_COOLR,assam,2015-08-01,landslide,continuous_rain,point_00154
27.0502,89.9442,NASA_COOLR,assam,2010-07-21,landslide,downpour,point_00155
25.1122,94.3591,NASA_COOLR,assam,2015-08-01,landslide,continuous_rain,point_00156
26.3186,94.5121,NASA_COOLR,assam,2011-06-20,landslide,downpour,point_00157
25.705,94.04,NASA_COOLR,assam,2008-08-07,landslide,downpour,point_00158
26.19169,91.81008,NASA_COOLR,assam,2016-12-15,landslide,unknown,point_00159
24.50694,91.58889,NASA_COOLR,assam,2016-11-01,landslide,mining,point_00160
27.02099,89.90712,NASA_COOLR,assam,2017-07-08,landslide,downpour,point_00161
26.1699,91.7986,NASA_COOLR,assam,2007-07-19,landslide,rain,point_00162
24.83507,93.89896,NASA_COOLR,assam,2017-07-09,landslide,continuous_rain,point_00163
25.48162,93.14169,NASA_COOLR,assam,2017-04-04,landslide,rain,point_00164
25.09258,91.76369,NASA_COOLR,assam,2017-03-06,landslide,mining,point_00165
26.1001,91.6849,NASA_COOLR,assam,2014-09-22,landslide,rain,point_00166
26.1097,91.7747,NASA_COOLR,assam,2014-09-22,landslide,rain,point_00167
25.4749,93.1477,NASA_COOLR,assam,2010-10-09,landslide,downpour,point_00168
25.82601,91.87113,NASA_COOLR,assam,2017-07-09,landslide,continuous_rain,point_00169
25.17862,92.01281,NASA_COOLR,assam,2017-03-16,landslide,mining,point_00170
25.18145,93.11811,NASA_COOLR,assam,2017-04-04,landslide,rain,point_00171
26.2753,94.6654,NASA_COOLR,assam,2010-08-17,landslide,downpour,point_00172
25.9466,94.6279,NASA_COOLR,assam,2014-09-08,mudslide,unknown,point_00173
25.7055,94.0132,NASA_COOLR,assam,2007-10-16,landslide,rain,point_00174
25.4379,94.1162,NASA_COOLR,assam,2007-10-19,landslide,rain,point_00175
25.1796,93.0083,NASA_COOLR,assam,2010-10-09,mudslide,downpour,point_00176
24.954,94.2156,NASA_COOLR,assam,2015-08-01,landslide,continuous_rain,point_00177
26.3335,94.5512,NASA_COOLR,assam,2010-06-15,landslide,downpour,point_00178
26.1665,91.7049,NASA_COOLR,assam,2013-10-06,landslide,downpour,point_00179
24.7992,93.948,NASA_COOLR,assam,2011-07-22,landslide,downpour,point_00180
25.5212,90.232,NASA_COOLR,assam,2007-07-27,rock_fall,rain,point_00181
25.4993,94.1192,NASA_COOLR,assam,2007-09-09,landslide,rain,point_00182
26.1468,91.6469,NASA_COOLR,assam,2015-02-14,landslide,mining,point_00183
24.3481,94.1146,NASA_COOLR,assam,2015-08-01,landslide,unknown,point_00184
25.9702,91.8587,NASA_COOLR,assam,2014-10-05,landslide,rain,point_00185
26.1833,91.8,NASA_COOLR,assam,2007-09-13,landslide,rain,point_00186
26.1964,91.7652,NASA_COOLR,assam,2014-06-28,landslide,rain,point_00187
25.52,91.27,NASA_COOLR,assam,2007-09-11,landslide,rain,point_00188
25.4196,94.1054,NASA_COOLR,assam,2010-07-29,landslide,downpour,point_00189
25.1941,94.4481,NASA_COOLR,assam,2015-08-01,landslide,continuous_rain,point_00190
24.3311,91.5642,NASA_COOLR,assam,2015-02-09,other,mining,point_00191
25.3056,93.1265,NASA_COOLR,assam,2012-06-03,landslide,downpour,point_00192
24.9667,93.55,NASA_COOLR,assam,2007-08-26,mudslide,continuous_rain,point_00193
25.1775,93.0123,NASA_COOLR,assam,2012-06-03,landslide,downpour,point_00194
26.1966,91.802,NASA_COOLR,assam,2016-07-20,landslide,rain,point_00195
25.3908,94.0926,NASA_COOLR,assam,2015-07-22,landslide,continuous_rain,point_00196
27.256,90.5257,NASA_COOLR,assam,2012-04-06,complex,unknown,point_00197
24.5308,92.5121,NASA_COOLR,assam,2016-05-18,landslide,continuous_rain,point_00198
25.63962,94.11112,NASA_COOLR,assam,2010-09-12,landslide,downpour,point_00199
25.8143,90.5763,NASA_COOLR,assam,2014-09-24,landslide,continuous_rain,point_00200
25.7354,90.3852,NASA_COOLR,assam,2014-09-21,landslide,continuous_rain,point_00201
24.6108,92.562,NASA_COOLR,assam,2015-02-19,landslide,mining,point_00202
25.3612,92.2845,NASA_COOLR,assam,2010-04-21,landslide,downpour,point_00203
25.2269,93.1658,NASA_COOLR,assam,2010-06-15,landslide,downpour,point_00204
25.6703,94.1095,NASA_COOLR,assam,2011-07-11,landslide,downpour,point_00205
25.0633,92.8025,NASA_COOLR,assam,2010-06-16,landslide,downpour,point_00206
24.7016,93.5291,NASA_COOLR,assam,2015-08-11,landslide,continuous_rain,point_00207
25.2193,90.5549,NASA_COOLR,assam,2015-08-19,landslide,continuous_rain,point_00208
25.318,94.0441,NASA_COOLR,assam,2013-08-09,landslide,downpour,point_00209
27.0971,90.4032,NASA_COOLR,assam,2007-09-10,landslide,rain,point_00210
24.9016,91.8771,NASA_COOLR,assam,2015-06-11,landslide,rain,point_00211
27.0524,90.4997,NASA_COOLR,assam,2009-10-06,landslide,downpour,point_00212
25.682,94.1076,NASA_COOLR,assam,2010-10-09,landslide,downpour,point_00213
25.583,91.893,NASA_COOLR,assam,2015-09-23,landslide,downpour,point_00214
26.1226,91.7162,NASA_COOLR,assam,2012-06-22,landslide,downpour,point_00215
25.2946,92.8339,NASA_COOLR,assam,2007-08-26,landslide,rain,point_00216
24.9786,93.5027,NASA_COOLR,assam,2010-07-29,landslide,downpour,point_00217
26.1768,91.7702,NASA_COOLR,assam,2016-07-14,landslide,monsoon,point_00218
24.8628,94.4182,NASA_COOLR,assam,2009-08-30,landslide,downpour,point_00219
25.5098,93.8794,NASA_COOLR,assam,2015-07-22,landslide,continuous_rain,point_00220
26.1044,91.7082,NASA_COOLR,assam,2014-09-22,landslide,rain,point_00221
24.8063,93.9482,NASA_COOLR,assam,2011-07-06,landslide,downpour,point_00222
26.1771,91.7599,NASA_COOLR,assam,2013-05-11,landslide,rain,point_00223
24.5204,92.7264,NASA_COOLR,assam,2016-05-18,landslide,continuous_rain,point_00224
24.6005,92.3814,NASA_COOLR,assam,2010-06-03,landslide,downpour,point_00225
26.1965,91.763,NASA_COOLR,assam,2010-04-20,landslide,downpour,point_00226
25.8782,94.1739,NASA_COOLR,assam,2011-07-01,landslide,downpour,point_00227
24.7459,93.4251,NASA_COOLR,assam,2015-08-11,landslide,continuous_rain,point_00228
25.4786,94.1327,NASA_COOLR,assam,2010-08-27,landslide,downpour,point_00229
26.4205,94.9731,NASA_COOLR,assam,2013-08-30,mudslide,unknown,point_00230
24.416,94.0984,NASA_COOLR,assam,2015-08-01,landslide,continuous_rain,point_00231
26.0838,94.564,NASA_COOLR,assam,2013-08-04,landslide,rain,point_00232
25.83763,93.94633,NASA_COOLR,assam,2017-06-25,mudslide,continuous_rain,point_00233
26.1028,91.8806,NASA_COOLR,assam,2015-08-22,landslide,continuous_rain,point_00234
24.2315,92.6755,NASA_COOLR,assam,2013-05-07,mudslide,rain,point_00235
26.1016,91.6906,NASA_COOLR,assam,2013-05-11,landslide,rain,point_00236
25.3433,92.2897,NASA_COOLR,assam,2010-05-11,landslide,downpour,point_00237
25.16,93.686,NASA_COOLR,assam,2015-06-19,landslide,monsoon,point_00238
25.8266,94.1497,NASA_COOLR,assam,2013-10-05,mudslide,continuous_rain,point_00239
24.6596,93.9784,NASA_COOLR,assam,2008-06-09,landslide,monsoon,point_00240
26.2083,94.5438,NASA_COOLR,assam,2013-08-04,landslide,monsoon,point_00241
26.0101,94.5282,NASA_COOLR,assam,2016-07-26,landslide,downpour,point_00242
25.72,94.6219,NASA_COOLR,assam,2015-08-02,landslide,continuous_rain,point_00243
24.7679,93.4108,NASA_COOLR,assam,2010-10-08,landslide,downpour,point_00244
25.5084,90.2191,NASA_COOLR,assam,2015-06-16,rock_fall,downpour,point_00245
26.048,91.8695,NASA_COOLR,assam,2015-09-05,landslide,unknown,point_00246
25.0888,92.8551,NASA_COOLR,assam,2011-05-24,complex,downpour,point_00247
25.2745,94.0212,NASA_COOLR,assam,2010-10-08,landslide,downpour,point_00248
25.1555,93.8474,NASA_COOLR,assam,2011-05-31,landslide,continuous_rain,point_00249
26.1309,91.8383,NASA_COOLR,assam,2013-10-06,landslide,downpour,point_00250
26.1049,91.7369,NASA_COOLR,assam,2012-06-25,landslide,downpour,point_00251
25.0318,92.4584,NASA_COOLR,assam,2015-03-19,landslide,rain,point_00252
25.4192,94.108,NASA_COOLR,assam,2011-07-29,landslide,rain,point_00253
26.3333,91.25,NASA_COOLR,assam,2008-10-29,landslide,downpour,point_00254
26.159,91.8178,NASA_COOLR,assam,2014-09-22,landslide,rain,point_00255
25.4916,91.2698,NASA_COOLR,assam,2010-06-28,landslide,downpour,point_00256
24.837,93.9128,NASA_COOLR,assam,2010-10-08,landslide,downpour,point_00257
26.1963,91.8074,NASA_COOLR,assam,2016-07-14,landslide,monsoon,point_00258
25.5718,94.1211,NASA_COOLR,assam,2010-08-21,landslide,downpour,point_00259
26.1807,94.5497,NASA_COOLR,assam,2013-08-04,landslide,monsoon,point_00260
24.8142,93.5444,NASA_COOLR,assam,2012-06-10,landslide,downpour,point_00261
25.5498,92.0757,NASA_COOLR,assam,2012-06-13,landslide,downpour,point_00262
25.5772,91.8666,NASA_COOLR,assam,2014-09-23,landslide,continuous_rain,point_00263
25.1333,93.9667,NASA_COOLR,assam,2007-08-31,landslide,rain,point_00264
25.0951,92.3567,NASA_COOLR,assam,2012-06-13,landslide,downpour,point_00265
25.5007,93.9854,NASA_COOLR,assam,2015-07-22,landslide,continuous_rain,point_00266
24.9849,92.8411,NASA_COOLR,assam,2008-05-20,mudslide,mining,point_00267
25.6237,94.1136,NASA_COOLR,assam,2015-08-12,mudslide,continuous_rain,point_00268
25.0604,93.9877,NASA_COOLR,assam,2007-09-08,landslide,rain,point_00269
26.1619,91.7697,NASA_COOLR,assam,2014-06-27,landslide,rain,point_00270
26.10973,91.80317,NASA_COOLR,assam,2017-07-06,landslide,continuous_rain,point_00271
24.9356,93.8443,NASA_COOLR,assam,2010-07-31,landslide,rain,point_00272
24.4279,94.0564,NASA_COOLR,assam,2007-09-11,landslide,rain,point_00273
25.67,94.1066,NASA_COOLR,assam,2008-08-29,complex,downpour,point_00274
26.49349,91.72138,NASA_COOLR,assam,2015-09-01,landslide,rain,point_00275
26.138,94.25,NASA_COOLR,assam,2008-08-19,mudslide,downpour,point_00276
24.4072,94.0644,NASA_COOLR,assam,2015-08-01,landslide,continuous_rain,point_00277
24.2451,94.0691,NASA_COOLR,assam,2007-09-10,landslide,rain,point_00278
26.1844,91.7896,NASA_COOLR,assam,2014-06-26,landslide,continuous_rain,point_00279
26.3185,94.5247,NASA_COOLR,assam,2016-06-14,landslide,continuous_rain,point_00280
24.7543,93.5039,NASA_COOLR,assam,2010-06-07,landslide,rain,point_00281
25.7238,89.9032,NASA_COOLR,assam,2014-09-23,landslide,continuous_rain,point_00282
25.70224,94.0462,NASA_COOLR,assam,2010-08-13,landslide,downpour,point_00283
25.0477,92.801,NASA_COOLR,assam,2010-07-25,landslide,downpour,point_00284
25.0634,94.3415,NASA_COOLR,assam,2015-07-31,mudslide,continuous_rain,point_00285
26.5836,93.0038,NASA_COOLR,assam,2011-07-24,landslide,downpour,point_00286
25.5576,91.8506,NASA_COOLR,assam,2007-08-26,complex,rain,point_00287
27.05,90.8,NASA_COOLR,assam,2008-08-29,mudslide,rain,point_00288
25.6263,94.1057,NASA_COOLR,assam,2015-08-20,landslide,continuous_rain,point_00289
24.3069,93.125,NASA_COOLR,assam,2010-09-16,landslide,downpour,point_00290
25.51615,94.23412,NASA_COOLR,assam,2011-06-21,landslide,rain,point_00291
26.1868,91.6739,NASA_COOLR,assam,2015-09-01,rock_fall,rain,point_00292
26.0093,94.5238,NASA_COOLR,assam,2010-07-06,mudslide,monsoon,point_00293
25.426,94.6024,NASA_COOLR,assam,2013-10-13,mudslide,downpour,point_00294
27.5205,89.7466,NASA_COOLR,assam,2012-09-14,landslide,downpour,point_00295
25.1718,93.123,NASA_COOLR,assam,2009-08-27,landslide,downpour,point_00296
25.1604,93.6795,NASA_COOLR,assam,2012-03-04,landslide,unknown,point_00297
25.7713,93.8067,NASA_COOLR,assam,2011-08-13,mudslide,downpour,point_00298
25.0728,92.3636,NASA_COOLR,assam,2015-08-19,landslide,rain,point_00299
26.1961,91.7825,NASA_COOLR,assam,2016-06-22,mudslide,downpour,point_00300
25.1416,92.3807,NASA_COOLR,assam,2015-08-19,landslide,rain,point_00301
26.3897,94.9439,NASA_COOLR,assam,2013-08-16,landslide,rain,point_00302
26.0977,94.7031,NASA_COOLR,assam,2013-06-07,landslide,unknown,point_00303
26.1666,91.7042,NASA_COOLR,assam,2015-09-23,landslide,continuous_rain,point_00304
25.3833,94.1884,NASA_COOLR,assam,2013-08-15,landslide,downpour,point_00305
26.4333,94.8833,NASA_COOLR,assam,2010-06-17,landslide,downpour,point_00306
25.6156,94.11603,NASA_COOLR,assam,2010-08-19,landslide,downpour,point_00307
24.8669,92.3576,NASA_COOLR,assam,2014-05-09,landslide,rain,point_00308
24.8961,93.4957,NASA_COOLR,assam,2010-08-19,mudslide,downpour,point_00309
25.7902,94.1318,NASA_COOLR,assam,2016-07-10,landslide,downpour,point_00310
26.0814,94.803,NASA_COOLR,assam,2010-08-14,landslide,downpour,point_00311
24.9037,93.487,NASA_COOLR,assam,2013-09-01,mudslide,continuous_rain,point_00312
26.1475,91.7356,NASA_COOLR,assam,2012-06-02,landslide,downpour,point_00313
26.149,91.7351,NASA_COOLR,assam,2012-06-20,landslide,downpour,point_00314
26.1677,94.2442,NASA_COOLR,assam,2016-06-12,landslide,continuous_rain,point_00315
